State1,State2
init,init
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,sync
accl,sync
accl,sync
accl,sync
brak,brak
brak,brak
brak,brak
brak,brak
brak,brak
brak,brak
brak,brak
brak,brak
brak,brak
brak,stop
stop,strt
wait,sync
wait,stop
wait,strt
wait,sync
wait,stop
wait,wait
accl,wait
accl,wait
accl,wait
brak,wait
brak,wait
stop,accl
wait,accl
wait,accl
wait,accl
wait,accl
wait,accl
wait,accl
wait,accl
wait,accl
wait,accl
wait,accl
wait,accl
wait,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
brak,accl
brak,accl
brak,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,brak
accl,brak
accl,brak
sync,brak
sync,brak
sync,brak
sync,brak
sync,accl
brak,accl
brak,accl
brak,accl
brak,accl
brak,accl
brak,accl
brak,accl
brak,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
sync,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,maxx
accl,maxx
accl,maxx
accl,maxx
accl,maxx
sync,maxx
sync,maxx
accl,maxx
accl,maxx
accl,maxx
accl,maxx
accl,maxx
accl,maxx
accl,brak
accl,brak
accl,brak
accl,brak
brak,brak
accl,brak
brak,brak
brak,brak
brak,brak
brak,brak
brak,brak
brak,brak
brak,brak
brak,brak
brak,brak
brak,brak
brak,brak
brak,brak
brak,brak
brak,brak
brak,brak
brak,brak
brak,brak
brak,brak
brak,brak
brak,brak
accl,brak
accl,accl
accl,accl
sync,accl
sync,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
accl,accl
